Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Experimental Condition [Condition],Comment [Gene Identifier],Comment [Gene Symbol],Source Name,Assay Name,Comment [Image File Type],Channels
REV-ERBα_AC16,AC16_T37d_Rep4_Nr1d1Chan1_DAPIChan2_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000126368,NR1D1,RNA-FISh,Rep4,Deconvolved image,"NR1D1, DAPI, "
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_12.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_13.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_14.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_15.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_16.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_17.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_18.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_12.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_13.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_14.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_15.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_16.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_17.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,18°C 24h ,ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_12.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_13.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_14.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_15.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_16.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_17.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_18.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_19.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_20.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_21.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep2_PoorProbeChan1_Tp53Chan2_DAPIChan3_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep2,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_12.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_13.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_14.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_15.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_16.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_2.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_3.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_4.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_5.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_6.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_7.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_8.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T18d24h37d2h_Rep3_PoorProbeChan1_Tp53Chan2_DAPIChan3_9.dv,homo sapiens,NCBITaxon,9606,AC16,,,,"18°C 24h, 37°C 2h ",ENSG00000141510,TP53,RNA-FISh,Rep3,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T37d_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_1.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T37d_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_10.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
TP53_AC16,AC16_T37d_Rep1_PoorProbeChan1_Tp53Chan2_DAPIChan3_11.dv,homo sapiens,NCBITaxon,9606,AC16,,,,37°C ,ENSG00000141510,TP53,RNA-FISh,Rep1,Deconvolved image,"blank, TP53, DAPI"
